Player,Team,Position,Age,Salary,KoH Team,GP,G,A,PIM,SOG,GWG,PPP,SHP,Hit,Blk,FOW
Pascal Dupuis,(N/A),LW,42,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Philippe Dupuis,(N/A),C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jean Dupuy,TOR,LW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Marc-Olivier Duquette,(N/A),D,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Riley Duran,BOS,C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Arnaud Durandeau,NYI,LW,22,740000,FA,0,0,0,0,0,0,0,0,0,0,0
Jaydon Dureau,TBL,LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Chris Durno,(N/A),LW,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Corey Durocher,FLA,LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Sean Durzi,LAK,D,22,842500,MIN,0,0,0,0,0,0,0,0,0,0,0
Joseph Duszak,TOR,D,24,800000,FA,0,0,0,0,0,0,0,0,0,0,0
Jeff Dwyer,NYI,D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Patrick Dwyer,(N/A),RW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Yaroslav Dyblenko,NJD,D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Roman Dyukov,CGY,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Martins Dzierkals,VGK,LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Darian Dziurzynski,(N/A),LW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dave Dziurzynski,(N/A),LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ben Eager,(N/A),LW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dallas Eakins,VAN,D,54,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Robbie Earl,(N/A),LW,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mark Eaton,(N/A),D,44,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ben Eaves,NSH,C,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Patrick Eaves,(N/A),RW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Andrew Ebbett,(N/A),C,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Thomas Ebbing,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tanner Eberle,(N/A),RW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nick Ebert,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyler Eckford,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cullen Eddy,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Eddy,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tobias Eder,(N/A),RW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Adam Edstrom,NYR,C,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Simon Edvinsson,DET,D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ethan Edwards,NJD,D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mike Egener,(N/A),D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nando Eggenberger,(N/A),LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Haralds Egle,(N/A),RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dominik Egli,(N/A),D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Yasin Ehliz,CGY,LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Christoffer Ehn,(N/A),C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Travis Ehrhardt,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Markus Eisenschmid,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cole Eiserman,(N/A),LW,14,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Shane Eiserman,OTT,C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Victor Ejdsell,CHI,C,26,925000,TB,0,0,0,0,0,0,0,0,0,0,0
Elliot Ekefjard,ARI,RW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lucas Ekestahl Jonsson,(N/A),D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
William Eklund,SJS,C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kevin Ekman-Larsson,ARI,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Elliot Ekmark,FLA,C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Shawn Element,(N/A),LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mattias Elfstrom,DET,LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kevin Elgestal,WSH,RW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Florian Elias,(N/A),LW,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Remi Elie,(N/A),LW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mitch Eliot,VAN,D,23,925000,FA,0,0,0,0,0,0,0,0,0,0,0
Arvid Eljas,(N/A),C,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Corey Elkins,(N/A),C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mads Eller,(N/A),LW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Keaton Ellerby,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Taylor Ellington,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mitch Elliot,(N/A),LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brandon Elliott,TBL,D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Stefan Elliott,(N/A),D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brendan Ellis,SJS,D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Morgan Ellis,(N/A),D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Noah Ellis,VGK,D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Ellison,(N/A),RW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jake Elmer,NYR,RW,22,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Eero Elo,MIN,LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Aleksi Elorinne,(N/A),D,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Elsner,NSH,LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Turner Elson,DET,C,28,725000,FA,0,0,0,0,0,0,0,0,0,0,0
Lucas Elvenes,VGK,C,21,790000,CLS,0,0,0,0,0,0,0,0,0,0,0
Hudson Elynuik,TOR,C,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Einar Emanuelsson,(N/A),RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Petter Emanuelsson,(N/A),LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ty Emberson,ARI,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexei Emelin,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Steve Eminger,(N/A),D,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Riley Emmerson,EDM,D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cory Emmerton,(N/A),C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Shane Endicott,(N/A),C,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Filip Engaras,EDM,C,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Engelhardt,(N/A),C,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Deryk Engelland,(N/A),D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Andreas Englund,(N/A),D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Andreas Engqvist,(N/A),C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Eric Engstrand,OTT,LW,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jonas Enlund,WPG,C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Toby Enstrom,(N/A),D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Wade Epp,WSH,D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Martin Erat,(N/A),LW,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jimmie Ericsson,(N/A),LW,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jonathan Ericsson,(N/A),D,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Albin Eriksson,DAL,RW,21,500000,VAN,0,0,0,0,0,0,0,0,0,0,0
Anders Eriksson,VAN,D,46,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kalle Eriksson,(N/A),D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Loui Eriksson,ARI,LW,36,4000000,FA,7,0,1,2,5,0,0,0,1,1,1
Sebastian Erixon,ANA,D,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tim Erixon,(N/A),D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Macoy Erkamps,(N/A),D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jordan Ernst,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Teemu Eronen,STL,D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
John Erskine,(N/A),D,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Ertel,DAL,LW,18,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Angelo Esposito,(N/A),C,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Luke Esposito,EDM,C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Joshua Ess,CHI,D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Giorgio Estephan,TOR,C,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kevin Estrada,(N/A),RW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kurt Etchegary,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Emerson Etem,LAK,LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Luke Evangelista,NSH,RW,19,842500,MIN,0,0,0,0,0,0,0,0,0,0,0
Brennan Evans,(N/A),D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jonny Evans,(N/A),RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryker Evans,(N/A),D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dennis Everberg,WPG,RW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Max Everson,(N/A),D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Croix Evingson,WPG,D,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Travis Ewanyk,(N/A),LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Garnet Exelby,ANA,D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mikey Eyssimont,LAK,C,24,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Brock Faber,LAK,D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mitch Fadden,TBL,C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Samuel Fagemo,LAK,RW,21,842500,LAK,0,0,0,0,0,0,0,0,0,0,0
Brian Fahey,CHI,D,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jim Fahey,(N/A),D,42,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Eric Faille,TOR,RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Gianni Fairbrother,MTL,D,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cade Fairchild,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tanner Faith,MIN,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lee Falardeau,(N/A),C,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Falk,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Stepan Falkovsky,(N/A),D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexander Fallstrom,BOS,RW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Oscar Fantenberg,(N/A),D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Adam Fantilli,(N/A),LW,16,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Luca Fantilli,(N/A),D,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
John Farinacci,ARI,C,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Austin Farley,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Bobby Farnham,(N/A),LW,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
David Farrance,NSH,D,22,500000,FA,2,0,0,0,3,0,0,0,1,1,0
Sean Farrell,MTL,LW,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Hudson Fasching,ARI,RW,25,750000,CLS,5,0,0,0,7,0,0,0,6,1,0
Jack Faso,(N/A),D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
T.J. Fast,(N/A),D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Drew Fata,(N/A),D,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Joe Faust,NJD,D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mark Fayne,(N/A),D,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Radel Fazleev,PHI,C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Luca Fazzini,(N/A),LW,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Danny Federico,SJS,D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Fedor Fedorov,NJD,LW,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Todd Fedoruk,VAN,LW,42,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ilya Fedotov,ARI,LW,18,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Taylor Fedun,DAL,D,33,775000,FA,0,0,0,0,0,0,0,0,0,0,0
Martin Fehervary,WSH,D,21,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Eric Fehr,(N/A),C,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Samuel Fejes,ARI,LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tye Felhaber,DAL,C,22,925000,FA,0,0,0,0,0,0,0,0,0,0,0
Oliver Felixson,ARI,D,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Domenick Fensore,CAR,D,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brad Ference,(N/A),D,42,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brady Ferguson,TOR,C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Scott Ferguson,(N/A),D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Simon Ferguson,ARI,LW,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jonathan Ferland,(N/A),RW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Micheal Ferland,VAN,LW,29,3000000,FA,0,0,0,0,0,0,0,0,0,0,0
Brian Ferlin,(N/A),RW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Daniel Fernholm,(N/A),D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Simon Fernholm,NSH,D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Landon Ferraro,VAN,C,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Benn Ferriero,(N/A),RW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cody Ferriero,SJS,C,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Feser,(N/A),LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Festerling,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lucas Feuk,CGY,LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Evan Fiala,DET,D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ondrej Fiala,MIN,C,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Todd Fiddler,(N/A),LW,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Miguel Fidler,FLA,LW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jared Fiegl,ARI,LW,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Corey Fienhage,BUF,D,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Robin Figren,(N/A),LW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Nikita Filatov,(N/A),LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jonathan Filewich,(N/A),RW,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matthew Filipe,BOS,C,23,792500,FA,0,0,0,0,0,0,0,0,0,0,0
Ilari Filppula,(N/A),C,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Findlay,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jeff Finger,(N/A),D,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Benjamin Finkelstein,FLA,D,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Liam Finlay,(N/A),RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jack Finley,TBL,C,18,842500,PHI,0,0,0,0,0,0,0,0,0,0,0
Joe Finley,(N/A),D,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Finn,(N/A),D,27,825000,TB,0,0,0,0,0,0,0,0,0,0,0
Giovanni Fiore,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Vladislav Firstov,MIN,LW,20,500000,COL,0,0,0,0,0,0,0,0,0,0,0
David Fischer,(N/A),D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jiri Fischer,(N/A),D,0,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Zach Fischer,CGY,RW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mike Fisher,(N/A),C,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mark Fistric,ANA,D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Casey Fitzgerald,BUF,D,24,925000,FA,0,0,0,0,0,0,0,0,0,0,0
Cavan Fitzgerald,(N/A),D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Gerry Fitzgerald,PHI,C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Fitzgerald,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Trey Fix-Wolansky,CBJ,RW,22,842500,NSH,0,0,0,0,0,0,0,0,0,0,0
Jerome Flaake,(N/A),RW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tomas Fleischmann,(N/A),LW,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Maddox Fleming,(N/A),RW,17,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brett Flemming,PHI,D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Fletcher,(N/A),D,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cale Fleury,SEA,D,22,780000,FA,0,0,0,0,0,0,0,0,0,0,0
Rob Flick,(N/A),C,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Flinn,(N/A),LW,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Robert Flinton,TBL,LW,17,500000,W (Mon),0,0,0,0,0,0,0,0,0,0,0
Mark Flood,(N/A),D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Eric Florchuk,WSH,C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Florek,NYI,LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Anthony Florentino,BUF,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Walter Flower,TBL,D,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brian Flynn,STL,C,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jake Flynn,(N/A),D,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Flynn,(N/A),RW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Carson Focht,VAN,C,21,780000,FA,0,0,0,0,0,0,0,0,0,0,0
Tyson Foerster,PHI,C,19,925000,PHI,0,0,0,0,0,0,0,0,0,0,0
Carter Foguth,(N/A),D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Erik Foley,STL,LW,24,925000,FA,0,0,0,0,0,0,0,0,0,0,0
Christian Folin,(N/A),D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Liam Folkes,(N/A),C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cole Fonstad,MTL,C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Gabriel Fontaine,NYR,C,24,700000,FA,0,0,0,0,0,0,0,0,0,0,0
Gunnarwolfe Fontaine,NSH,LW,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Justin Fontaine,(N/A),RW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Fonteyne,(N/A),LW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Parker Foo,CHI,LW,22,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Spencer Foo,(N/A),C,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Michael Fora,CAR,D,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Connor Ford,(N/A),RW,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matthew Ford,DET,RW,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Parker Ford,(N/A),C,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Scott Ford,NSH,D,41,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Chris Forney,BOS,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
J.D. Forrest,(N/A),D,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jakob Forsbacka Karlsson,BOS,C,24,925000,MTL,0,0,0,0,0,0,0,0,0,0,0
Alex Forsberg,(N/A),C,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Fredrik Forsberg,(N/A),C,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jesse Forsberg,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Lucas Forsell,VAN,LW,17,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Gabriel Fortier,TBL,LW,21,832500,NSH,0,0,0,0,0,0,0,0,0,0,0
Maxime Fortier,(N/A),RW,23,925000,BOS,0,0,0,0,0,0,0,0,0,0,0
Olivier Fortier,MTL,C,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alexandre Fortin,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Brandon Fortunato,NSH,D,25,842500,FA,0,0,0,0,0,0,0,0,0,0,0
Maxime Fortunus,MIN,D,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Robby Fosdick,(N/A),D,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jeff Foss,(N/A),D,32,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Foss,(N/A),C,25,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mitchell Fossier,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Adrian Foster,FLA,C,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alex Foster,(N/A),C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kurtis Foster,(N/A),D,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
T.J. Foster,TOR,LW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kris Foucault,(N/A),LW,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jean-Luc Foudy,COL,C,19,842500,PHI,0,0,0,0,0,0,0,0,0,0,0
Liam Foudy,CBJ,C,21,832500,SK,24,0,4,6,40,0,0,0,13,5,2
Dillon Fournier,(N/A),D,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Gleason Fournier,(N/A),D,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Stefan Fournier,(N/A),RW,29,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Hayden Fowler,(N/A),C,19,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dane Fox,(N/A),LW,27,500000,FA,0,0,0,0,0,0,0,0,0,0,0
T.J. Fox,(N/A),C,37,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Trent Fox,(N/A),LW,24,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Foy,(N/A),RW,38,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jason Fram,SJS,D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ryan Francis,CGY,RW,19,500000,TB,0,0,0,0,0,0,0,0,0,0,0
William Francis,ANA,D,20,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Chris Frank,ARI,D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cody Franson,(N/A),D,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jordan Fransoo,OTT,D,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Johan Fransson,(N/A),D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Cole Fraser,DET,D,21,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Colin Fraser,STL,C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jamie Fraser,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jeremie Fraser,(N/A),D,26,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mark Fraser,(N/A),D,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Fraser,(N/A),LW,31,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Matt Frattin,(N/A),RW,33,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Martin Frechette,(N/A),D,35,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Kris Fredheim,(N/A),D,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Ralfs Freibergs,WPG,D,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Max French,(N/A),C,28,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Colton Fretter,EDM,LW,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Max Friberg,(N/A),LW,28,600000,COL,0,0,0,0,0,0,0,0,0,0,0
Jacob Friend,LAK,D,23,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Alex Friesen,(N/A),C,30,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Trevor Frischmon,(N/A),C,39,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Jamie Fritsch,PHI,D,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Dan Fritsche,(N/A),C,36,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tom Fritsche,(N/A),LW,34,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Mitch Fritz,(N/A),LW,40,500000,FA,0,0,0,0,0,0,0,0,0,0,0
Tanner Fritz,NYI,C,29,700000,FA,0,0,0,0,0,0,0,0,0,0,0
